ProductionVolume;ProductionCost;SupplierQuality;DeliveryDelay;DefectRate;QualityScore;MaintenanceHours;DowntimePercentage;InventoryTurnover;StockoutRate;WorkerProductivity;SafetyIncidents;EnergyConsumption;EnergyEfficiency;AdditiveProcessTime;AdditiveMaterialCost;DefectStatus
261;1.131.872.079.941.100;8.127.589.112.507.190;4;2.109.382.473.150.100;7.238.722.257.405.820;1;4.185.346.212.785.350;84.968.575.643.144;0.07907348372907147;8.887.489.350.704.710;8;2.035.347.582.263.600;0.20799473101337634;8.632.272.308.603.060;13.585.397.182.250.000;1
301;1.454.266.047.062.340;8.774.446.282.420.410;4;18.083.473.965.080.300;7.188.468.632.511.360;19;36.827.899.116.547.400;6.625.427.853.300.980;0.07448587327255556;9.715.290.696.740.760;3;36.413.426.038.294.600;0.3654716677426112;78.889.892.360.408.600;4.491.224.773.155.370;1
369;1.678.477.427.120.340;8.565.530.914.120.190;1;32.664.692.892.031.800;7.223.210.329.797.910;6;3.965.571.883.448.450;24.919.000.077.457.500;0.027575448937808292;8.049.807.544.357.180;3;14.108.292.027.185.500;0.2485429706091288;9.497.781.753.677.980;11.621.824.816.326.000;1
962;6.775.042.863.850.800;860.898.084.870.806;3;4.562.492.214.940.450;9.539.212.323.840.780;0;11.034.551.641.952.700;5.763.570.510.989.040;0.08588457196693376;8.166.990.141.629.700;3;10.801.218.696.963.000;0.1875811604048642;974.553.203.677.232;44.307.586.672.289.700;1
915;11.148.573.345.444.300;9.965.893.759.109.400;5;483.031.193.752.664;8.895.180.920.699.140;2;3.242.818.509.678.320;30.445.866.462.931.100;0.0002232553144108751;9.552.703.614.535.360;1;1.383.052.504.450.550;0.2634516054877133;7.948.304.808.237.910;11.106.070.234.610.200;1
370;1.759.703.428.453.420;9.285.554.826.959.850;2;34.412.132.864.085.100;8.678.892.031.324.600;19;0.1296294714964541;7.718.774.201.681.360;0.023727627838375266;9.248.179.255.660.660;7;22.775.299.462.499.000;0.4053079342403816;3.581.254.768.422.320;16.140.932.173.094.200;1
555;1.075.749.427.899.560;9.435.352.315.587;0;427.171.640.630.489;9.194.996.595.808.000;11;4.241.145.662.764.240;7.445.031.325.100.810;0.004655959882419569;9.118.040.507.271.030;3;11.243.784.552.986.500;0.29031727861448076;2.973.352.394.937.860;4.201.295.308.614.690;1
561;13.578.084.068.407.700;9.953.235.274.630.010;3;2.863.409.901.038.580;702.845.865.201.658;4;4.755.214.862.378.940;9.943.265.536.416.900;0.011059645666896002;9.227.957.614.677.140;4;352.196.508.874.905;0.21994570537336885;5.027.941.310.940.490;44.406.577.488.151.100;1
826;13.816.540.412.932.900;8.754.403.564.915.270;2;14.374.712.608.701.700;8.472.171.248.327.020;11;331.061.720.317.644;7.030.478.414.352.860;0.05323791375175055;9.860.381.254.844.300;7;22.661.781.535.290.500;0.4327474459295313;9.944.953.251.194.080;49.290.633.171.449.000;1
351;776.714.379.700.459;9.603.680.336.905.610;3;2.861.097.854.420.640;7.840.264.955.831.800;2;25.633.482.658.800.100;8.401.103.539.071.530;0.0037256189941034415;9.311.074.062.876.130;3;3.945.504.270.857.190;0.4526575020723739;4.714.012.187.354.390;14.628.593.133.747.000;0
801;10.433.531.624.784.300;8.869.061.926.608.990;2;299.787.170.646.943;9.129.766.540.800.770;19;3.628.655.446.815.350;41.463.028.071.106.600;0.018138104770037956;9.294.952.233.319.670;4;11.836.605.450.784.200;0.2733001695090699;27.916.156.951.504.100;31.058.044.643.625.200;1
395;10.017.669.331.128.900;973.906.734.362.996;2;38.410.590.389.610.000;7.237.024.441.893.140;4;16.318.064.411.230.800;4.720.193.082.367.830;0.023274014739082773;9.518.941.759.412.450;4;18.668.062.661.899.900;0.24987520829075788;9.499.085.900.049.160;13.086.233.061.587.600;1
824;5.392.950.627.980.970;8.361.315.082.622.600;3;1.489.473.453.683.070;8.572.714.467.479.580;0;313.193.897.906.269;9.336.194.019.022.690;0.06553388051372216;9.733.241.411.279.650;5;2.632.013.701.318.790;0.345079578807586;4.473.261.798.364.200;16.256.305.038.553.900;1
819;5.362.876.458.370.320;989.537.235.412.856;1;21.573.967.193.902.900;9.528.849.647.269.250;15;3.594.864.696.532.220;804.153.807.700.596;0.046882052444823186;852.382.495.647.671;6;2.530.606.249.176.180;0.12318977842316521;7.218.089.985.048.670;1.697.975.431.625.450;1
848;17.475.455.655.136.600;843.754.341.682.176;3;21.381.236.114.655.400;7.608.601.904.779.710;8;0.7134039074059378;72.421.533.983.811.000;0.04584125230554584;9.233.497.718.466.600;2;15.239.946.913.453.600;0.3765292642270389;8.093.376.807.531.280;12.535.530.058.363.400;1
437;9.096.062.149.592.180;8.652.441.013.961.860;3;4.817.478.180.835.240;6.266.488.349.469.840;9;0.7003400274829619;4.032.221.540.664.320;0.07684325542576245;9.167.949.927.104.950;9;4.976.547.254.326.620;0.4129150421508988;8.588.403.118.535.800;45.719.192.237.133.400;1
978;12.771.181.493.582.200;9.512.384.468.213.560;2;2.497.752.321.470.230;8.064.203.289.367.170;9;35.806.908.885.715.300;7.588.623.429.801.320;0.045672141207433514;8.269.698.962.996.680;2;21.377.583.233.353.400;0.25897677090286864;8.391.523.484.105.110;15.054.220.720.574.300;1
152;9.480.883.603.831.590;8.787.510.283.130.810;0;3.897.922.852.841.650;7.383.889.951.228.100;12;215.891.247.082.748;909.410.916.033.561;0.03484887429180463;9.040.633.947.821.420;8;3.884.128.338.605.850;0.16984634000295856;8.526.221.766.999.820;3.517.363.372.049.290;1
891;19.110.188.676.730.100;9.216.422.753.532.890;2;38.786.512.161.849.700;86.889.015.221.887;15;44.460.074.923.045;38.463.812.391.572.500;0.09624510456043328;813.910.102.948.093;0;18.801.067.888.468.700;0.1115273500563454;7.008.880.848.200.920;35.029.882.582.525.600;1
316;8.889.451.382.986.600;8.889.147.002.138.850;4;16.949.488.316.145.800;9.804.131.698.994.420;19;15.596.944.107.841.800;7.648.991.583.326.580;0.0008293309437857;8.369.919.174.804.670;9;4.511.404.842.904.330;0.35489823979484003;46.344.796.234.521.300;17.945.808.214.648.400;1
863;11.444.852.191.084.000;9.484.739.874.179.560;3;30.734.136.021.727.900;7.942.433.271.987.380;3;0.21215368624322273;5.149.551.627.180.060;0.030539300007538385;9.825.926.163.836.360;7;25.510.332.405.987.600;0.20759736265396392;7.005.581.686.574.530;4.993.645.044.943.120;1
287;18.090.953.757.269.000;8.456.662.504.737.220;5;4.524.363.019.933.910;7.864.760.920.622.130;13;32.493.801.461.575.900;295.013.930.352.496;0.0609392716379723;8.238.486.363.084.680;9;4.603.609.955.956.410;0.2855558348485137;8.530.609.006.539.210;23.894.710.927.835.400;1
479;1.762.900.350.187.710;8.116.915.974.473.750;3;26.383.897.375.562.700;8.618.339.200.765.840;16;3.421.196.133.012.900;8.107.685.412.269.450;0.07828092360528054;9.157.832.599.693.580;2;23.673.396.785.358.800;0.25454220866301236;415.578.218.161.979;4.620.377.483.853.570;1
592;7.791.521.267.694.150;8.599.858.794.946.130;1;4.753.028.783.041.450;6.413.990.014.374.270;4;27.679.580.448.935.500;3.337.094.313.474.690;0.08164129547585643;8.646.961.391.986.140;4;10.345.752.859.876.500;0.16995391837898505;3.668.571.912.628.360;47.931.389.290.149.800;1
140;17.039.649.646.935.600;8.948.617.329.736.860;5;1.465.062.031.958.720;7.014.024.755.700.050;12;34.166.632.284.729.800;4.023.170.187.922.970;0.004607313185517248;9.110.626.581.453.220;2;3.068.081.724.313.840;0.30334746738428164;4.093.364.953.946.470;47.959.552.571.987.800;1
256;1.187.280.330.106.830;8.336.040.104.385.350;2;0.8337159759831383;9.675.917.302.001.590;2;2.618.771.722.371.970;8.263.536.327.029.530;0.0709132055557588;8.469.947.084.904.800;9;3.099.151.744.604.380;0.2838374090962952;5.961.550.564.264.310;4.011.350.350.406.890;0
114;1.224.453.308.128.030;8.709.594.579.312.770;1;4.511.542.429.151.370;8.679.770.453.455.060;4;3.463.164.080.495.220;7.937.062.284.997.100;0.0720253643471817;888.875.890.935.532;0;14.793.367.311.545.400;0.3496590491479329;14.719.948.733.255.000;2.015.220.021.247.930;1
912;7.002.199.586.239.150;8.799.966.036.587.130;3;4.314.565.390.829.970;6.053.776.175.933.660;15;0.21968703277597257;403.346.452.835.516;0.021407942145626815;9.734.666.866.296.520;9;19.398.542.936.771.600;0.20075399781191472;801.073.737.115.156;1.482.621.407.241.030;1
164;620.902.270.635.687;8.114.783.687.376.540;2;49.666.544.417.023.000;681.850.189.023.608;18;18.419.868.511.051.000;9.527.716.914.770.930;0.011277502847009202;8.752.433.955.638.710;4;4.133.982.363.925.390;0.18585563194136234;2.249.667.626.051.810;32.795.399.086.168.800;1
956;15.919.089.604.606.400;9.166.614.496.368.400;2;35.572.706.965.059.100;8.731.349.064.115.590;18;1.054.084.589.768.420;3.722.281.800.617.530;0.07496861576953022;8.706.061.876.001.870;7;1.147.023.298.514.630;0.42573802390258886;2.195.547.911.056.880;24.401.565.243.880.400;1
938;12.446.917.285.329.400;9.768.686.855.942.570;4;4.715.095.670.002.170;9.057.596.810.250.290;16;0.49663069305813656;9.948.977.719.712.250;0.02495000062372781;889.223.615.853.933;4;2.958.106.746.746.720;0.38087689798561664;27.789.322.542.049.400;4.324.156.047.276.890;1
620;11.552.760.539.227.600;8.303.485.825.906.100;4;4.221.270.612.878.490;9.359.438.290.696.160;17;11.704.631.808.303.500;7.903.198.975.611.510;0.00016738040836772328;820.098.568.848.863;3;3.121.632.493.654.250;0.4088825806766253;6.192.346.914.752.480;3.979.960.210.467.000;1
443;1.594.262.342.978.590;9.195.616.026.803.020;0;4.299.918.499.040.390;716.870.721.352.818;17;0.9565530901589409;5.140.061.524.411.220;0.022357260357686107;877.469.404.917.611;8;3.754.848.242.704.490;0.14931592470201124;3.570.115.382.235.600;21.058.731.846.936.400;1
228;16.482.693.484.866.600;9.329.478.409.821.690;4;3.061.137.067.044.200;972.411.438.511.025;22;4.865.656.941.807.980;30.427.936.532.998.700;0.0031068008816312557;8.013.800.501.256.330;0;11.498.250.696.005.400;0.18961585733080707;431.281.296.087.897;10.680.609.347.589.100;1
747;7.383.622.515.040.300;8.838.669.360.838.570;5;22.206.406.906.251.900;8.211.787.574.311.560;7;14.327.295.885.923.100;4.564.079.641.276.900;0.02491866866941286;9.006.794.290.297.900;4;3.342.585.308.361.850;0.33021260648145595;938.484.199.880.315;1.949.263.035.803.640;0
571;14.153.377.242.164.600;940.219.517.472.854;2;47.055.113.264.447.600;8.786.156.089.551.570;17;11.547.948.507.357.900;354.990.809.172.039;0.0335019582331821;969.588.215.830.286;0;10.123.921.463.127.300;0.4428805387491632;8.624.819.619.792.860;3.268.462.336.969.060;1
162;7.030.311.234.165.280;8.821.463.086.982.020;4;2.444.527.290.271.520;8.386.955.451.119.630;8;4.174.372.531.344.960;6.974.716.691.952.150;0.02714001595379515;9.104.146.207.895.260;5;20.607.134.691.567.600;0.456845857267388;8.669.714.797.943.040;13.159.898.888.503.700;0
238;16.270.626.290.435.600;900.927.457.595.487;0;29.246.871.526.235.100;6.490.960.218.698.480;18;2.095.581.086.344.190;48.548.412.251.036.500;0.09199370671792445;9.215.450.356.412.030;9;2.998.737.021.265.920;0.432763984901971;619.877.649.993.389;36.330.903.988.664.500;1
598;14.854.327.344.007.000;8.014.706.089.108.850;3;2.507.514.382.063.340;9.852.458.637.539.510;9;21.073.272.422.465.400;4.360.058.089.950.850;0.023253294738528465;8.061.126.742.519.530;8;4.645.125.349.702.460;0.11735917843377096;8.798.195.325.614.320;3.686.785.139.089.190;0
692;19.349.219.316.251.800;9.383.440.228.269.370;5;3.041.682.412.820.880;6.491.502.319.576.610;1;2.217.952.331.900.750;8.057.065.533.746.970;0.046753482277810135;971.902.996.023.215;1;15.063.592.640.221.400;0.42835167386229056;8.007.092.428.064.980;1.677.575.689.439.510;1
491;60.343.702.453.463.100;9.322.685.357.889.440;4;26.172.728.554.654.700;7.019.527.825.644.730;16;2.082.672.530.603.070;38.447.954.788.014.600;0.0957427593844047;8.770.007.105.600.510;3;16.771.565.160.131.000;0.45963647100843275;957.913.122.619.956;33.852.729.363.417.200;1
774;5.855.820.817.268.810;8.076.801.754.652.680;2;0.7158540136076414;9.254.511.520.891.920;23;16.328.272.747.942.400;6.695.114.539.404.030;0.08791994913702222;9.949.705.361.213.410;7;36.770.002.575.353.100;0.12269963606106082;15.793.156.451.972.300;3.427.885.711.844.930;1
518;9.232.806.120.398.000;8.736.500.214.790.260;3;4.469.216.837.034.640;8.474.387.846.004.400;12;14.316.972.127.739.400;3.556.768.742.588.360;0.030925847453276135;8.240.930.739.060.510;2;24.994.467.752.895.900;0.2665123575107953;12.585.442.028.853.900;2.911.912.585.416.210;1
388;892.558.525.603.859;9.958.063.681.583.330;2;2.499.772.185.120.960;9.352.596.661.505.420;10;4.409.798.382.427.200;77.183.888.618.647.600;0.03264902949574688;9.889.343.769.570.470;6;3.493.685.607.691.480;0.3146441293186807;257.526.946.651.502;48.129.832.301.154.900;0
478;8.704.681.986.079.990;8.841.473.125.137.230;3;3.150.246.418.283.060;806.294.475.349.618;15;0.808536730676781;70.009.718.700.207.700;0.05933294025094498;9.268.581.812.672.640;6;4.989.816.668.537.060;0.19310014915339987;936.176.338.457.178;14.326.527.211.939.900;1
872;1.859.381.870.781.550;9.003.890.810.263.680;5;11.263.451.124.109.400;750.797.294.146.654;19;0.9053117646146963;8.385.228.121.416.240;0.091786285075423;8.104.680.600.581.180;1;4.947.486.645.395.410;0.30667426241484425;6.450.085.953.588.210;262.650.267.481.168;1
589;8.743.192.997.742.590;9.819.860.316.319.430;2;0.5152453159218762;968.738.199.819.114;6;2.858.595.502.125.210;25.479.765.981.014.300;0.0009999795455803318;9.943.398.155.673.460;9;24.148.543.179.776.800;0.45438231518442584;4.835.012.659.257.520;4.531.683.089.012.640;0
330;9.079.245.891.929.460;9.434.523.751.731.510;4;16.038.054.213.963.900;61.450.092.700.591.700;2;17.182.928.983.136.700;3.680.843.596.040.170;0.039311979218518124;8.027.746.136.290.520;3;30.157.014.152.993.300;0.4467770025383059;5.614.399.553.285.360;25.452.560.698.384.300;1
140;16.390.973.936.269.400;9.164.140.262.248.440;4;3.670.637.144.600.070;9.424.520.881.412.180;15;2.107.646.824.235.130;32.356.828.844.277.200;0.0849775486362224;9.461.400.337.381.980;0;4.618.760.634.517.570;0.47593491250299236;846.644.129.404.903;269.855.843.602.134;1
127;11.746.097.636.758.000;9.595.609.362.682.140;0;0.9463753855079537;6.923.271.140.751.120;18;4.032.733.039.453.410;3.524.489.922.285.890;0.041046997838677594;977.905.989.677.619;7;13.686.706.496.342.300;0.29364391935781686;9.361.989.962.235.310;36.730.955.217.478.100;1
234;16.650.658.354.327.700;9.728.732.532.911.940;3;4.589.993.481.739.100;9.394.945.311.015.870;19;45.181.553.018.855.200;28.241.126.331.044.000;0.07200548752199391;8.351.623.108.460.310;9;2.809.215.615.347.380;0.26422677811756806;7.567.289.508.798.180;36.622.541.983.183.200;1
300;5.980.492.363.465.770;8.913.776.143.474.530;0;14.676.015.621.028.300;6.556.786.453.667.540;15;39.527.683.977.827.300;6.496.655.211.488.580;0.06919249024122023;8.686.714.381.395.610;9;25.103.093.932.658.300;0.3663151276129414;7.838.630.496.435.660;10.916.078.337.550.600;1
939;12.313.567.905.100.700;895.021.672.986.367;1;1.420.671.264.312.990;8.320.875.854.762.160;1;11.746.413.164.537.500;6.747.451.256.404.430;0.020545870963036728;912.245.868.107.772;8;2.179.531.090.643.980;0.26670423104041363;38.834.023.974.745.400;2.822.789.704.451.810;1
879;5.504.204.002.749.230;8.772.101.871.303.670;4;13.167.858.272.967.200;9.552.431.676.045.880;13;4.899.856.448.045.250;8.747.918.044.752.080;0.04495945043669833;9.359.618.571.689.920;0;4.976.816.847.689.390;0.11677783840034311;5.203.316.757.470.850;23.340.473.787.936.300;1
132;59.397.980.518.303.100;9.933.412.280.036.920;3;0.5629177083711414;7.894.158.587.595.560;19;18.158.825.040.804.700;5.341.905.411.550.100;0.0566186712812672;9.743.751.735.589.180;6;39.341.971.758.895.100;0.387968580868182;8.966.891.741.240.490;3.510.780.988.587.140;1
147;18.596.561.800.166.100;93.943.325.085.807;5;39.731.246.081.520.500;8.986.266.695.213.570;9;0.845335305823065;6.259.077.704.595.580;0.07154629352440899;9.522.140.941.756.610;0;2.554.987.969.571.680;0.2123935765131295;8.073.406.990.653.190;3.222.809.262.781.080;1
602;7.088.680.566.763.920;8.166.446.132.416.140;0;44.376.553.906.036.600;9.218.686.471.422.230;18;24.974.835.273.402.000;9.930.432.475.288.880;0.08223896315750853;8.726.662.287.637.870;0;4.316.087.566.661.670;0.1196341249068762;7.158.438.266.152.120;3.603.446.508.454.790;1
506;12.986.310.234.128.200;9.725.919.246.626.030;5;32.637.321.617.728.900;8.945.976.834.867.110;23;3.626.428.848.174.730;6.254.760.666.873.430;0.07599332111694934;9.643.439.623.573.330;8;29.586.644.028.482.200;0.10824843061076167;15.872.215.229.930.800;3.615.069.546.024.010;1
673;11.166.434.039.010.500;8.961.119.881.672.530;5;13.468.999.175.593.800;9.701.318.947.498.390;10;0.41635440654037015;6.588.608.702.016.120;0.0028311467385230163;9.932.153.442.174.020;9;4.491.297.649.471.430;0.47254450743092724;13.555.649.750.855.900;20.194.874.452.305.300;0
827;1.021.014.989.388.260;8.137.507.812.844.970;5;1.783.750.986.233.950;7.787.336.922.079.710;17;3.171.434.573.105.230;9.967.339.319.019.070;0.06706378416016655;8.453.972.362.483.270;9;2.065.519.382.522.310;0.20083040345766756;21.736.984.880.259.500;19.858.590.582.767.300;1
904;18.497.500.185.309.000;9.099.434.510.326.620;0;2.641.670.138.142.330;6.692.501.756.660.620;10;4.290.389.617.132.980;9.953.035.051.598.180;0.049731546385567316;8.148.191.186.908.850;5;18.944.009.095.482.600;0.2791596770092254;62.325.198.927.805;24.811.295.800.926.100;1
198;5.327.350.951.632.340;8.834.328.557.951.400;1;4.794.556.782.304.850;6.191.244.254.809.910;8;13.089.074.134.604.300;5.392.243.564.778.290;0.057386173585358684;8.853.239.463.883.790;0;19.891.467.249.897.900;0.4802305811595422;582.748.162.607.035;1.967.833.842.146.770;1
783;14.956.845.292.633.800;975.549.880.972.525;0;16.130.811.731.798.400;6.985.839.478.550.020;18;3.465.616.060.883.530;7.079.574.636.823.710;0.037296621274587695;9.762.794.207.915.100;6;31.539.223.045.002.000;0.2870067915122901;9.484.217.438.923.480;3.731.232.311.274.660;1
971;19.450.916.513.203.200;8.407.989.207.218.770;2;3.792.406.567.639.490;6.572.790.015.520.960;19;19.995.431.498.022.000;5.846.420.062.698.020;0.07140262145869054;830.058.300.975.839;2;2.165.253.564.620.530;0.13144372941052454;7.252.836.760.390.560;3.411.463.900.897.830;1
825;13.402.522.751.927.600;9.652.929.218.984.360;4;2.477.517.004.818.140;8.231.794.965.737.920;9;20.706.757.156.979.000;7.765.723.613.257.600;0.06738885121191333;977.159.637.576.402;9;15.884.787.365.855.300;0.3207744188986637;3.645.753.556.108.830;18.655.480.265.682.000;1
646;19.052.336.930.496.300;9.115.377.382.370.900;0;1.840.313.067.620.090;6.739.781.348.846.920;2;14.040.701.560.445.600;9.507.092.169.067.130;0.05794864814563655;9.984.426.047.472.330;3;4.978.511.674.022.920;0.13527946138162608;24.534.666.443.412.700;4.536.419.235.198.760;1
838;5.783.868.189.290.350;8.109.220.606.426.930;0;2.551.621.716.599.510;6.155.734.829.157.480;2;31.219.689.821.994.700;4.477.274.466.986.180;0.08616055325893146;8.108.004.461.766.310;3;460.173.290.976.564;0.13803515134941458;8.645.799.153.955.430;284.265.046.028.454;1
712;1.128.189.978.611.240;9.943.690.602.650.960;1;0.8204302289355464;6.143.959.315.474.670;23;1.804.996.265.150.770;8.551.001.363.511.530;0.010190002489163942;8.990.512.747.710.960;7;35.400.497.499.723.100;0.44059082952098394;5.136.616.933.201.210;15.082.128.931.666.600;1
561;8.902.366.864.430.760;90.252.304.882.064;2;4.094.093.169.186.630;9.326.277.993.459.440;7;4.154.515.017.307.890;7.238.791.462.207.840;0.03010232759202837;86.577.709.894.265;0;4.566.171.495.695.780;0.2157686173458358;6.881.225.476.679.630;18.518.623.523.663.200;1
742;15.962.314.474.710.900;8.581.753.708.463.160;0;1.594.858.675.923.350;83.657.997.257.721;5;4.814.527.115.247.650;4.241.478.410.193.730;0.04951304152028279;8.787.359.709.862.620;7;4.741.850.950.031.270;0.37146808004497456;6.086.292.459.317.220;31.594.022.525.213.800;0
